date,userID,currentRanking,votePerPostRanking,tier,points,totalGoldMedals,totalSilverMedals,totalBronzeMedals,votesPerPost,totalDiscussionsCount,totalTopicsCount,totalRepliesCount,totalUpvotesCount
2022-12-26,caesarmario,49,396,EXPERT,881,3,2,1314,0.4589963280293758,3268,3,3265,1500
2022-12-26,yacharki,50,350,EXPERT,880,7,10,877,0.7497893850042123,2374,80,2294,1780
2022-12-26,kyakovlev,51,39,GRANDMASTER,859,65,80,436,6.090697674418605,860,32,828,5238
2022-12-26,alejopaullier,52,125,MASTER,846,29,25,172,3.303834808259587,339,75,264,1120
2022-12-26,varunsaikanuri,53,380,EXPERT,837,3,0,847,0.6105398457583547,1556,5,1551,950
2022-12-26,sudalairajkumar,54,94,GRANDMASTER,824,61,46,418,4.079900124843945,801,91,710,3268
2022-12-26,samuelcortinhas,55,229,EXPERT,824,24,23,415,1.8507670850767088,717,81,636,1327
2022-12-26,ootake,56,15,MASTER,808,44,56,110,9.729508196721312,244,13,231,2374
2022-12-26,headsortails,57,233,GRANDMASTER,802,113,77,675,1.7737937140327578,2259,151,2108,4007
2022-12-26,rdizzl3,58,72,GRANDMASTER,793,58,54,413,4.705163043478261,736,68,668,3463
2022-12-26,shubhamptrivedi,59,315,EXPERT,790,31,2,462,0.9337442218798152,1298,30,1268,1212
2022-12-26,mattop,60,340,EXPERT,778,4,5,852,0.7813163481953291,1413,13,1400,1104
2022-12-26,kmldas,61,134,GRANDMASTER,769,56,45,422,3.1158455392809588,751,179,572,2340
2022-12-26,karnikakapoor,62,322,EXPERT,764,7,6,1696,0.874029640084686,2834,12,2822,2477
2022-12-26,trushk,63,151,MASTER,761,34,31,278,2.8579545454545454,528,47,481,1509
2022-12-26,iamsouravbanerjee,64,259,EXPERT,750,22,4,716,1.4304267161410018,1078,25,1053,1542
2022-12-26,thedrcat,65,82,MASTER,745,39,25,219,4.398058252427185,412,60,352,1812
2022-12-26,group16,66,85,MASTER,734,45,48,417,4.27830832196453,733,53,680,3136
2022-12-26,kaggleqrdl,67,288,EXPERT,720,13,32,392,1.1399132321041214,922,93,829,1051
2022-12-26,kinnerakiran,68,327,EXPERT,719,10,31,402,0.83591123066577,1487,201,1286,1243
2022-12-26,tyonemoto,69,5,MASTER,714,40,64,178,12.6840490797546,326,23,303,4135
2022-12-26,ohseokkim,70,360,EXPERT,697,2,3,1294,0.6890826068908261,2409,8,2401,1660
2022-12-26,odins0n,71,278,EXPERT,695,12,14,586,1.2517667844522968,1132,14,1118,1417
2022-12-26,gpreda,72,164,GRANDMASTER,688,62,69,574,2.610837438423645,1421,185,1236,3710
2022-12-26,tanmay111999,73,324,EXPERT,688,5,1,644,0.8613963039014374,974,8,966,839
2022-12-26,snnclsr,74,107,MASTER,682,27,28,165,3.7507163323782233,349,57,292,1309
2022-12-26,ragnar123,75,156,MASTER,681,28,46,353,2.7767145135566187,627,53,574,1741
2022-12-26,slawekbiel,76,58,MASTER,680,28,23,197,5.211764705882353,340,32,308,1772
2022-12-26,allohvk,77,191,MASTER,678,26,32,541,2.26095423563778,1027,52,975,2322
2022-12-26,kneroma,78,41,MASTER,677,51,26,215,6.014117647058823,425,53,372,2556
2022-12-26,eisgandar,79,349,EXPERT,672,4,2,739,0.7506053268765133,1239,27,1212,930
2022-12-26,tanulsingh077,80,127,MASTER,670,42,30,307,3.258992805755396,695,70,625,2265
2022-12-26,drhabib,81,79,GRANDMASTER,669,55,79,420,4.457894736842105,760,21,739,3388
2022-12-26,hasanbasriakcay,82,295,EXPERT,666,14,10,698,1.0758620689655172,1015,36,979,1092
2022-12-26,bansodesandeep,83,341,EXPERT,656,2,0,688,0.7789179104477612,1072,1,1071,835
2022-12-26,tunguz,84,57,GRANDMASTER,655,154,168,722,5.218446601941747,1442,164,1278,7525
2022-12-26,duykhanh99,85,131,MASTER,651,34,28,452,3.147919876733436,649,49,600,2043
2022-12-26,pythonafroz,86,385,EXPERT,648,1,4,738,0.5884079236977257,1363,5,1358,802
2022-12-26,senkin13,87,36,EXPERT,645,27,12,139,6.251724137931035,290,31,259,1813
2022-12-26,shivamb,88,159,GRANDMASTER,638,51,29,440,2.726993865030675,978,77,901,2667
2022-12-26,kalilurrahman,89,244,MASTER,637,25,33,345,1.667433831990794,869,119,750,1449
2022-12-26,jonaspalucibarbosa,90,144,EXPERT,617,12,18,372,3.0,597,30,567,1791
2022-12-26,arezoodahesh,91,331,EXPERT,608,3,0,876,0.8243938280675973,1361,4,1357,1122
2022-12-26,lordozvlad,92,326,EXPERT,606,8,8,1357,0.838943894389439,1515,12,1503,1271
2022-12-26,azminetoushikwasi,93,96,MASTER,597,21,31,162,4.046948356807512,213,69,144,862
2022-12-26,yassinealouini,94,225,MASTER,593,46,55,713,1.8835913312693493,1615,157,1458,3042
2022-12-26,ramjasmaurya,95,280,EXPERT,585,5,17,524,1.2196969696969695,924,107,817,1127
2022-12-26,goldenlock,96,178,EXPERT,583,8,21,216,2.3759036144578314,415,24,391,986
2022-12-26,mrinath,97,255,MASTER,579,24,26,431,1.5108459869848156,922,77,845,1393
2022-12-26,cv13j0,98,351,EXPERT,578,4,5,821,0.7455303933253874,1678,23,1655,1251
2022-12-26,hiroshioshio,99,1,EXPERT,574,33,36,56,16.03030303030303,132,11,121,2116
2022-12-26,alexryzhkov,100,189,EXPERT,567,27,13,249,2.277432712215321,483,44,439,1100
2022-12-26,konradb,101,150,GRANDMASTER,563,84,94,648,2.8642533936651584,1326,116,1210,3798
2022-12-26,jesucristo,102,119,GRANDMASTER,559,74,80,600,3.453451043338684,1246,190,1056,4303
2022-12-26,nischaydnk,103,195,MASTER,553,27,29,383,2.1645021645021645,693,33,660,1500
2022-12-26,aminizahra,104,342,EXPERT,550,7,4,846,0.7726432532347505,1623,10,1613,1254
2022-12-26,faisalalsrheed,105,146,MASTER,543,23,28,237,2.966960352422908,454,83,371,1347
2022-12-26,hasibalmuzdadid,106,316,EXPERT,543,3,2,533,0.930379746835443,790,12,778,735
2022-12-26,takoihiraokazu,107,3,EXPERT,540,43,23,48,13.172932330827068,133,16,117,1752
2022-12-26,authman,108,179,GRANDMASTER,540,51,79,566,2.3737821080602304,1129,97,1032,2680
2022-12-26,mobassir,109,236,GRANDMASTER,540,58,72,871,1.7353348729792148,2165,318,1847,3757
2022-12-26,balabaskar,110,235,EXPERT,538,22,15,407,1.751592356687898,628,76,552,1100
2022-12-26,wuwenmin,111,232,EXPERT,537,15,12,198,1.8195652173913044,460,45,415,837
2022-12-26,georgyzubkov,112,387,EXPERT,536,2,0,636,0.5728451563691839,1311,0,1311,751
2022-12-26,anjum48,113,109,MASTER,535,39,51,276,3.6609523809523807,525,54,471,1922
2022-12-26,saurabhbagchi,114,254,EXPERT,524,18,19,627,1.5216515609264851,993,62,931,1511
2022-12-26,soumendraprasad,115,293,EXPERT,521,4,9,369,1.103448275862069,551,42,509,608
2022-12-26,sandhyakrishnan02,116,264,EXPERT,510,13,16,317,1.3893967093235833,547,31,516,760
2022-12-26,avikumart,117,328,EXPERT,503,7,4,472,0.8308227114716107,863,15,848,717
2022-12-26,jpmiller,118,163,GRANDMASTER,502,50,69,467,2.6509341199606684,1017,125,892,2696
2022-12-26,gvyshnya,119,252,EXPERT,498,13,27,843,1.5685693106004448,1349,55,1294,2116
2022-12-26,heyrobin,120,309,EXPERT,494,7,2,711,0.9723593287265548,1013,13,1000,985
2022-12-26,artgor,121,147,GRANDMASTER,493,93,85,713,2.9539877300613497,1630,76,1554,4815
2022-12-26,mohamedhanyyy,122,228,MASTER,493,18,37,625,1.8531669865643,1042,132,910,1931
2022-12-26,onodera,123,47,MASTER,485,64,64,248,5.750458715596331,545,36,509,3134
2022-12-26,ipythonx,124,197,MASTER,484,35,37,477,2.135593220338983,944,89,855,2016
2022-12-26,alexandervc,125,263,EXPERT,482,14,29,150,1.4062992125984253,635,199,436,893
2022-12-26,ttahara,126,60,MASTER,478,38,24,172,5.153424657534247,365,42,323,1881
2022-12-26,ryosukemoriz,127,17,MASTER,471,18,60,233,9.521739130434783,391,1,390,3723
2022-12-26,tatamikenn,128,196,EXPERT,467,22,25,137,2.142857142857143,406,57,349,870
2022-12-26,programmerrdai,129,308,EXPERT,465,12,10,313,0.976318622174381,929,133,796,907
2022-12-26,serigne,130,145,GRANDMASTER,463,51,124,705,2.999195494770716,1243,50,1193,3728
2022-12-26,readoc,131,103,EXPERT,463,18,28,121,3.856573705179283,251,63,188,968
2022-12-26,phalanx,132,6,EXPERT,461,29,35,69,12.313253012048191,166,18,148,2044
2022-12-26,vaillant,133,14,EXPERT,460,28,26,99,9.945544554455443,202,21,181,2009
2022-12-26,khashayarrahimi94,134,368,EXPERT,459,1,6,458,0.6583333333333333,960,41,919,632
2022-12-26,ilu000,135,166,MASTER,457,16,60,496,2.5205949656750573,874,25,849,2203
2022-12-26,berkayalan,136,192,MASTER,456,11,51,310,2.2187958883994128,681,407,274,1511
2022-12-26,ryches,137,80,GRANDMASTER,450,70,61,394,4.418250950570342,789,104,685,3486
2022-12-26,takamichitoda,138,73,EXPERT,450,26,9,96,4.705,200,36,164,941
2022-12-26,pestipeti,139,69,MASTER,449,49,35,303,4.812807881773399,609,41,568,2931
2022-12-26,chris62,140,46,EXPERT,447,16,17,98,5.754491017964072,167,17,150,961
2022-12-26,suicaokhoailang,141,64,MASTER,445,50,68,238,4.953033268101761,511,35,476,2531
2022-12-26,jiweiliu,142,138,GRANDMASTER,444,74,93,616,3.0512445095168377,1366,137,1229,4168
2022-12-26,bamps53,143,117,MASTER,444,37,26,194,3.5344036697247705,436,40,396,1541
2022-12-26,pranjalverma08,144,143,MASTER,443,35,35,293,3.0,563,83,480,1689
2022-12-26,muhammadahmed68,145,336,EXPERT,440,2,1,970,0.7923497267759563,915,3,912,725
2022-12-26,nakamuran,146,10,MASTER,436,16,54,180,10.592982456140351,285,0,285,3019
2022-12-26,qusaybtoush1990,147,88,EXPERT,435,0,0,583,4.187192118226601,1015,2,1013,4250
2022-12-26,matthewmasters,148,168,MASTER,430,23,43,573,2.499572284003422,1169,48,1121,2922
2022-12-26,kaerunantoka,149,27,EXPERT,430,17,8,55,7.436507936507937,126,17,109,937
2022-12-26,nyanpn,150,22,EXPERT,428,27,23,90,7.964285714285714,196,13,183,1561
2022-12-26,yuanzhezhou,151,201,EXPERT,427,11,10,188,2.073369565217391,368,18,350,763
2022-12-26,zzy990106,152,133,EXPERT,426,12,18,169,3.141843971631206,282,11,271,886
2022-12-26,yus002,153,170,MASTER,426,38,20,304,2.487695749440716,447,26,421,1112
2022-12-26,sisharaneranjana,154,352,EXPERT,425,4,1,726,0.7379310344827587,1160,4,1156,856
2022-12-26,jacob34,155,152,EXPERT,422,23,15,189,2.84297520661157,363,34,329,1032
2022-12-26,ahmedshahriarsakib,156,301,EXPERT,416,5,17,598,1.033301617507136,1051,51,1000,1086
2022-12-26,subhamjain,157,206,EXPERT,415,20,8,358,2.0492957746478875,994,27,967,2037
2022-12-26,vahidehdashti,158,291,EXPERT,413,3,6,886,1.1126418152350082,1234,10,1224,1373
2022-12-26,harshitsheoran,159,282,EXPERT,411,11,9,215,1.1979865771812082,596,28,568,714
2022-12-26,seabreeze,160,384,EXPERT,410,3,21,533,0.5913894324853229,2555,22,2533,1511
2022-12-26,anandhuh,161,203,EXPERT,408,16,12,453,2.060796645702306,954,36,918,1966
2022-12-26,ninjaac,162,344,EXPERT,407,1,1,605,0.7712287712287712,1001,5,996,772
2022-12-26,rhtsingh,163,110,EXPERT,405,12,16,214,3.637777777777778,450,19,431,1637
2022-12-26,dwchen,164,149,MASTER,401,30,27,151,2.911602209944751,362,99,263,1054
2022-12-26,rohanrao,165,62,GRANDMASTER,399,57,57,419,4.977611940298507,670,53,617,3335
2022-12-26,forcewithme,166,148,EXPERT,399,14,16,85,2.9380952380952383,210,23,187,617
2022-12-26,kanuriviveknag,167,365,EXPERT,399,3,0,377,0.6644628099173554,605,4,601,402
2022-12-26,devsubhash,168,367,EXPERT,398,0,0,557,0.659316427783903,907,0,907,598
2022-12-26,debarshichanda,169,222,EXPERT,396,19,13,238,1.9237918215613383,538,30,508,1035
2022-12-26,pourchot,170,268,EXPERT,395,13,13,325,1.3656093489148582,599,27,572,818
2022-12-26,fritzcremer,171,129,EXPERT,386,15,25,116,3.1941747572815533,206,37,169,658
2022-12-26,chumajin,172,211,EXPERT,385,14,4,155,2.002832861189802,353,13,340,707
2022-12-26,vladvdv,173,116,MASTER,383,36,27,214,3.536263736263736,455,43,412,1609
2022-12-26,iafoss,174,231,MASTER,378,29,39,482,1.8342629482071715,1255,25,1230,2302
2022-12-26,pcjimmmy,175,283,EXPERT,375,14,34,657,1.194769442532691,1453,24,1429,1736
2022-12-26,maxdiazbattan,176,277,EXPERT,373,9,8,359,1.268041237113402,582,22,560,738
2022-12-26,zaharch,177,87,MASTER,372,44,44,284,4.21780303030303,528,41,487,2227
2022-12-26,hidehisaarai1213,178,76,MASTER,367,32,39,218,4.502392344497608,418,27,391,1882
2022-12-26,evilpsycho42,179,154,EXPERT,363,11,12,86,2.7967032967032965,182,28,154,509
2022-12-26,paweljankiewicz,180,55,EXPERT,361,14,32,144,5.274368231046932,277,13,264,1461
2022-12-26,hattan0523,181,4,EXPERT,361,26,21,18,12.68421052631579,76,7,69,964
2022-12-26,dwin183287,182,357,EXPERT,359,3,2,1088,0.6965302951838426,1931,3,1928,1345
2022-12-26,abhishek14398,183,269,EXPERT,356,3,7,247,1.33859649122807,570,86,484,763
2022-12-26,davidbroberts,184,212,EXPERT,356,12,24,197,2.0026315789473683,380,56,324,761
2022-12-26,jaideepvalani,185,399,EXPERT,353,16,26,443,0.3834101382488479,2170,293,1877,832
2022-12-26,shinmurashinmura,186,24,EXPERT,353,23,8,55,7.653225806451613,124,24,100,949
2022-12-26,vencerlanz09,187,330,EXPERT,352,3,1,691,0.8249027237354085,514,36,478,424
2022-12-26,pranav941,188,386,EXPERT,350,0,1,362,0.572901325478645,679,8,671,389
2022-12-26,sugataghosh,189,348,EXPERT,350,1,5,307,0.7524590163934426,610,15,595,459
2022-12-26,carnozhao,190,65,EXPERT,348,10,5,52,4.9491525423728815,118,12,106,584
2022-12-26,shaz13,191,161,GRANDMASTER,343,52,30,454,2.668831168831169,924,82,842,2466
2022-12-26,snaker,192,139,EXPERT,340,13,18,78,3.0483091787439616,207,26,181,631
2022-12-26,aishwarya2210,193,314,EXPERT,340,2,3,452,0.9349030470914128,722,0,722,675
2022-12-26,lukaszborecki,194,194,EXPERT,339,14,17,221,2.185378590078329,383,22,361,837
2022-12-26,fareselmenshawii,195,393,EXPERT,337,1,2,320,0.4923580786026201,916,4,912,451
2022-12-26,muhammadimran112233,196,377,EXPERT,333,0,1,534,0.6169749727965179,919,6,913,567
2022-12-26,datahobbit,197,153,MASTER,332,26,39,354,2.842019543973941,614,41,573,1745
2022-12-26,adityaecdrid,198,281,MASTER,332,31,39,913,1.2027586206896552,2175,38,2137,2616
2022-12-26,jbomitchell,199,223,EXPERT,332,10,21,269,1.915,400,19,381,766
2022-12-26,hydantess,200,104,EXPERT,330,9,7,59,3.782608695652174,115,8,107,435
2022-12-26,daishu,201,77,EXPERT,327,20,13,100,4.4958677685950414,242,30,212,1088
2022-12-26,robga,202,158,MASTER,327,18,39,309,2.727626459143969,514,11,503,1402
2022-12-26,amedprof,203,43,EXPERT,327,18,10,105,5.796610169491525,177,25,152,1026
2022-12-26,kevinmorgado,204,362,EXPERT,327,0,2,313,0.6735112936344969,487,5,482,328
2022-12-26,hadeux,205,290,EXPERT,326,1,2,460,1.1158238172920063,613,2,611,684
2022-12-26,roberthatch,206,234,EXPERT,326,7,7,134,1.7669172932330828,266,11,255,470
2022-12-26,xia464,207,8,EXPERT,325,25,32,52,10.926829268292684,123,13,110,1344
2022-12-26,psilogram,208,7,EXPERT,324,35,32,93,11.780952380952382,210,15,195,2474
2022-12-26,sasakitetsuya,209,391,EXPERT,323,0,0,413,0.5093715545755237,907,3,904,462
2022-12-26,vivek468,210,317,EXPERT,319,4,5,538,0.9297848244620612,883,12,871,821
2022-12-26,blankaf,211,214,EXPERT,317,9,20,100,1.9954128440366967,218,15,203,435
2022-12-26,dragonzhang,212,383,EXPERT,317,3,15,250,0.6041666666666666,816,108,708,493
2022-12-26,lftuwujie,213,200,MASTER,315,24,26,210,2.076109936575053,473,42,431,982
2022-12-26,jarredpriester,214,343,EXPERT,315,1,5,325,0.7713178294573644,516,12,504,398
2022-12-26,mpware,215,174,MASTER,314,30,32,335,2.4653902798232696,679,34,645,1674
2022-12-26,tayyarhussain,216,363,EXPERT,313,1,0,328,0.6718213058419243,582,2,580,391
2022-12-26,kaanboke,217,300,EXPERT,311,9,10,519,1.039553752535497,986,24,962,1025
2022-12-26,bowaka,218,93,EXPERT,310,20,11,144,4.117903930131004,229,41,188,943
2022-12-26,t88take,219,20,EXPERT,310,23,25,75,8.735714285714286,140,13,127,1223
2022-12-26,meli19,220,216,EXPERT,309,8,20,140,1.9896907216494848,291,11,280,579
2022-12-26,kanberburak,221,364,EXPERT,309,0,2,582,0.6697674418604651,1075,0,1075,720
2022-12-26,wowfattie,222,30,EXPERT,305,20,10,114,7.083018867924529,265,26,239,1877
2022-12-26,ulrich07,223,75,EXPERT,305,18,16,155,4.567901234567901,243,25,218,1110
2022-12-26,mrbisht,224,299,EXPERT,305,4,1,273,1.0464716006884682,581,30,551,608
2022-12-26,tolgadincer,225,208,EXPERT,303,26,18,365,2.0172910662824206,694,51,643,1400
2022-12-26,mohamedbakrey,226,372,EXPERT,303,5,3,748,0.63019508057676,1179,112,1067,743
2022-12-26,venkatkumar001,227,345,EXPERT,301,3,10,332,0.7627365356622998,687,74,613,524
2022-12-26,atamazian,228,304,EXPERT,300,10,13,340,1.0077821011673151,771,82,689,777
2022-12-26,purist1024,229,99,EXPERT,299,16,11,88,4.029411764705882,170,25,145,685
2022-12-26,ridamahmood005,230,381,EXPERT,299,1,1,341,0.6073131955484896,629,8,621,382
2022-12-26,ehsandahesh,231,346,EXPERT,299,1,0,487,0.7561643835616438,730,0,730,552
2022-12-26,harbaldeepsidhu,232,373,EXPERT,295,1,2,251,0.627208480565371,566,13,553,355
2022-12-26,nguyenthicamlai,233,339,EXPERT,295,1,0,315,0.7876712328767124,584,1,583,460
2022-12-26,akmalmir,234,287,EXPERT,293,8,8,234,1.1593291404612158,477,31,446,553
2022-12-26,nvnnghia,235,89,EXPERT,293,13,15,128,4.161943319838056,247,18,229,1028
2022-12-26,touba7,236,359,EXPERT,290,1,1,450,0.689119170984456,772,0,772,532
2022-12-26,isaienkov,237,251,EXPERT,289,16,15,182,1.6008146639511205,491,63,428,786
2022-12-26,leecming,238,13,EXPERT,289,28,18,100,10.070652173913045,184,16,168,1853
2022-12-26,landfallmotto,239,356,EXPERT,289,2,0,358,0.7105719237435009,577,3,574,410
2022-12-26,coldfir3,240,70,EXPERT,287,12,8,56,4.789473684210527,152,22,130,728
2022-12-26,gaborfodor,241,97,GRANDMASTER,286,57,97,385,4.046218487394958,714,87,627,2889
2022-12-26,sergiosaharovskiy,242,242,EXPERT,286,10,4,205,1.698581560283688,282,13,269,479
2022-12-26,returnofsputnik,243,221,MASTER,285,36,56,577,1.9245762711864407,1180,67,1113,2271
2022-12-26,deepkim,244,218,EXPERT,285,11,11,146,1.9735099337748343,302,27,275,596
2022-12-26,manojgharge07,245,389,EXPERT,285,0,0,321,0.549618320610687,655,0,655,360
2022-12-26,kmat2019,246,45,EXPERT,282,7,4,59,5.791666666666667,120,4,116,695
2022-12-26,madhurpant,247,306,EXPERT,282,0,6,260,0.9893333333333332,375,40,335,371
2022-12-26,advaypatil,248,353,EXPERT,282,0,2,346,0.7354409317803661,601,2,599,442
2022-12-26,huikang,249,172,EXPERT,281,14,7,119,2.474820143884892,278,17,261,688
2022-12-26,zakopur0,250,52,EXPERT,281,6,4,54,5.405940594059406,101,12,89,546
2022-12-26,arezalo,251,392,EXPERT,281,0,1,284,0.5024232633279483,619,0,619,311
2022-12-26,aquatic,252,53,MASTER,279,40,55,190,5.397183098591549,355,15,340,1916
2022-12-26,boliu0,253,19,EXPERT,279,20,12,95,8.901840490797547,163,18,145,1451
2022-12-26,satyampd,254,376,EXPERT,279,0,2,433,0.6207253886010363,965,21,944,599
2022-12-26,kishalmandal,255,253,EXPERT,279,14,13,182,1.5541871921182266,406,24,382,631
2022-12-26,sandeepgauti,256,370,EXPERT,278,0,1,267,0.6462264150943396,424,2,422,274
2022-12-26,shinomoriaoshi,257,213,EXPERT,277,7,13,166,1.996138996138996,259,12,247,517
2022-12-26,validmodel,258,219,EXPERT,277,11,8,110,1.9391304347826088,230,29,201,446
2022-12-26,rohitsingh9990,259,182,EXPERT,276,15,18,169,2.3587223587223587,407,29,378,960
2022-12-26,shariful07,260,240,EXPERT,275,2,3,232,1.714987714987715,407,20,387,698
2022-12-26,gazu468,261,230,EXPERT,274,9,19,92,1.84375,224,40,184,413
2022-12-26,towhidultonmoy,262,276,EXPERT,273,9,10,206,1.269736842105263,456,39,417,579
2022-12-26,mbalvi75,263,18,EXPERT,272,7,11,106,9.45029239766082,171,0,171,1616
2022-12-26,khahuras,264,165,MASTER,272,35,52,409,2.5740291262135924,824,35,789,2121
2022-12-26,chankhavu,265,176,EXPERT,270,15,19,174,2.38,350,31,319,833
2022-12-26,ourfuture,266,2,EXPERT,269,5,20,63,13.555555555555555,99,1,98,1342
2022-12-26,ankanhore545,267,273,EXPERT,268,3,10,188,1.2880434782608696,368,53,315,474
2022-12-26,hamzamnabas,268,313,EXPERT,268,1,12,178,0.9402985074626866,402,50,352,378
2022-12-26,kalelpark,269,275,EXPERT,267,11,7,198,1.2740112994350283,354,22,332,451
2022-12-26,columbia2131,270,28,EXPERT,266,15,6,40,7.266666666666667,75,14,61,545
2022-12-26,bhuvanchennoju,271,369,EXPERT,265,0,2,647,0.6499176276771005,1214,8,1206,789
2022-12-26,bestfitting,272,12,EXPERT,263,16,16,132,10.192307692307692,260,13,247,2650
2022-12-26,mamasinkgs,273,86,MASTER,263,26,30,163,4.260869565217392,322,18,304,1372
2022-12-26,phoenix9032,274,204,MASTER,263,30,57,514,2.0531914893617023,1034,77,957,2123
2022-12-26,kartushovdanil,275,379,EXPERT,263,2,3,354,0.6122137404580152,655,4,651,401
2022-12-26,dimitreoliveira,276,261,EXPERT,262,18,23,515,1.4220338983050846,1180,62,1118,1678
2022-12-26,khyeh0719,277,101,EXPERT,262,17,9,123,3.924731182795699,279,24,255,1095
2022-12-26,pietromaldini1,278,270,EXPERT,262,3,9,146,1.3333333333333333,249,17,232,332
2022-12-26,khsamaha,279,361,EXPERT,261,0,3,651,0.6746293245469522,1214,6,1208,819
2022-12-26,steamedsheep,280,98,EXPERT,261,9,19,103,4.035714285714286,168,6,162,678
2022-12-26,lextoumbourou,281,68,EXPERT,259,10,8,47,4.829787234042553,94,11,83,454
2022-12-26,narsil,282,120,MASTER,258,27,29,159,3.431547619047619,336,32,304,1153
2022-12-26,tkm2261,283,23,EXPERT,257,21,6,47,7.697478991596639,119,19,100,916
2022-12-26,tanlikesmath,284,175,MASTER,257,26,31,241,2.408695652173913,575,73,502,1385
2022-12-26,zacchaeus,285,217,EXPERT,257,10,8,131,1.98,250,23,227,495
2022-12-26,sumandey,286,297,EXPERT,257,9,9,436,1.05359477124183,765,30,735,806
2022-12-26,kazanova,287,34,GRANDMASTER,256,73,83,438,6.286210892236385,863,43,820,5425
2022-12-26,stassl,288,66,EXPERT,256,18,21,94,4.941520467836257,171,7,164,845
2022-12-26,saurabhshahane,289,199,EXPERT,256,21,11,339,2.078125,576,38,538,1197
2022-12-26,renokan,290,266,EXPERT,256,4,14,117,1.3745019920318724,251,49,202,345
2022-12-26,wonduk,291,374,EXPERT,256,1,1,265,0.623352165725047,531,4,527,331
2022-12-26,carriech,292,366,EXPERT,255,0,1,481,0.661520190023753,842,0,842,557
2022-12-26,mostafaalaa123,293,246,EXPERT,255,9,16,256,1.6617021276595745,470,46,424,781
2022-12-26,sirishks,294,130,EXPERT,254,25,19,183,3.185082872928177,362,37,325,1153
2022-12-26,rashmibanthia,295,226,EXPERT,253,13,15,166,1.876750700280112,357,22,335,670
2022-12-26,piantic,296,209,EXPERT,253,18,10,301,2.010152284263959,591,41,550,1188
2022-12-26,ddanevskyi,297,31,EXPERT,248,28,24,103,7.055793991416309,233,22,211,1644
2022-12-26,louieshao,298,181,EXPERT,247,8,3,80,2.3657142857142857,175,24,151,414
2022-12-26,nroman,299,78,MASTER,246,29,31,188,4.488372093023256,344,35,309,1544
